path,porosity,dir,tau,t,dimx,dimy,dimz,solver
'D:\!battery\datasetNMC\SL48_NMC4_4bar_section007',	0.405431,	Y_NEG,	1.58696,	191.272,	296,	296,	170,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_4bar_section007',	0.405431,	Z_NEG,	1.71458,	150.276,	296,	296,	170,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_4bar_section008',	0.383958,	X_NEG,	1.64081,	248.515,	296,	296,	170,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_4bar_section008',	0.383958,	Y_NEG,	1.63364,	248.225,	296,	296,	170,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_4bar_section008',	0.383958,	Z_NEG,	1.7737,	144.244,	296,	296,	170,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_4bar_section009',	0.382139,	X_NEG,	1.62521,	232.561,	296,	296,	170,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_4bar_section009',	0.382139,	Y_NEG,	1.63256,	211.412,	296,	296,	170,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_4bar_section009',	0.382139,	Z_NEG,	1.77144,	136.687,	296,	296,	170,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section001',	0.56916,	X_NEG,	1.35501,	165.644,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section001',	0.56916,	Y_NEG,	1.33488,	183.05,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section001',	0.56916,	Z_NEG,	1.34474,	108.312,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section002',	0.588815,	X_NEG,	1.32261,	257.444,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section002',	0.588815,	Y_NEG,	1.31754,	191.548,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section002',	0.588815,	Z_NEG,	1.32367,	113.107,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section003',	0.544683,	X_NEG,	1.39025,	160.554,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section003',	0.544683,	Y_NEG,	1.38568,	168.397,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section003',	0.544683,	Z_NEG,	1.36271,	102.387,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section004',	0.555277,	X_NEG,	1.38193,	180.785,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section004',	0.555277,	Y_NEG,	1.36816,	182.569,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section004',	0.555277,	Z_NEG,	1.34758,	108.314,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section005',	0.558893,	X_NEG,	1.37838,	159.757,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section005',	0.558893,	Y_NEG,	1.36069,	133.838,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section005',	0.558893,	Z_NEG,	1.35679,	100.743,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section006',	0.542751,	X_NEG,	1.38784,	160.136,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section006',	0.542751,	Y_NEG,	1.39163,	188.434,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section006',	0.542751,	Z_NEG,	1.35675,	110.818,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section007',	0.556011,	X_NEG,	1.38821,	161.248,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section007',	0.556011,	Y_NEG,	1.38209,	179.22,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section007',	0.556011,	Z_NEG,	1.36321,	112.427,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section008',	0.543606,	X_NEG,	1.41258,	157.319,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section008',	0.543606,	Y_NEG,	1.38417,	162.994,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section008',	0.543606,	Z_NEG,	1.37275,	110.389,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section009',	0.577241,	X_NEG,	1.38427,	169.143,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section009',	0.577241,	Y_NEG,	1.3412,	160.544,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL48_NMC4_UC_section009',	0.577241,	Z_NEG,	1.33071,	103.633,	296,	296,	140,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section001',	0.528823,	X_NEG,	1.40247,	295.841,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section001',	0.528823,	Y_NEG,	1.40256,	284.462,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section001',	0.528823,	Z_NEG,	1.41854,	274.155,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section002',	0.500008,	X_NEG,	1.41921,	276.118,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section002',	0.500008,	Y_NEG,	1.43609,	244.202,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section002',	0.500008,	Z_NEG,	1.44221,	257.299,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section003',	0.503477,	X_NEG,	1.41841,	187.658,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section003',	0.503477,	Y_NEG,	1.41906,	268.294,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section003',	0.503477,	Z_NEG,	1.44115,	232.347,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section004',	0.511619,	X_NEG,	1.43383,	247.363,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section004',	0.511619,	Y_NEG,	1.42133,	288.526,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section004',	0.511619,	Z_NEG,	1.42048,	221.622,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section005',	0.51512,	X_NEG,	1.43607,	245.298,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section005',	0.51512,	Y_NEG,	1.41447,	253.678,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section005',	0.51512,	Z_NEG,	1.41791,	214.8,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section006',	0.511195,	X_NEG,	1.4386,	304.25,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section006',	0.511195,	Y_NEG,	1.42097,	305.887,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section006',	0.511195,	Z_NEG,	1.41524,	240.642,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section007',	0.493955,	X_NEG,	1.48875,	314.344,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section007',	0.493955,	Y_NEG,	1.46366,	249.01,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section007',	0.493955,	Z_NEG,	1.45969,	218.072,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section008',	0.52803,	X_NEG,	1.42557,	306.55,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section008',	0.52803,	Y_NEG,	1.40418,	308.764,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section008',	0.52803,	Z_NEG,	1.43449,	214.306,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section009',	0.506595,	X_NEG,	1.42637,	229.881,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section009',	0.506595,	Y_NEG,	1.41939,	227.818,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_1c5bar_section009',	0.506595,	Z_NEG,	1.45147,	210.483,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section001',	0.484168,	X_NEG,	1.42672,	197.902,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section001',	0.484168,	Y_NEG,	1.43842,	251.08,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section001',	0.484168,	Z_NEG,	1.47192,	203.62,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section002',	0.484983,	X_NEG,	1.42718,	210.487,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section002',	0.484983,	Y_NEG,	1.43921,	252.697,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section002',	0.484983,	Z_NEG,	1.50209,	178.015,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section003',	0.45911,	X_NEG,	1.43777,	266.871,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section003',	0.45911,	Y_NEG,	1.47666,	281.109,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section003',	0.45911,	Z_NEG,	1.50534,	237.238,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section004',	0.480896,	X_NEG,	1.44239,	283.908,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section004',	0.480896,	Y_NEG,	1.43259,	189.384,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section004',	0.480896,	Z_NEG,	1.50271,	203.345,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section005',	0.476232,	X_NEG,	1.44689,	218.295,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section005',	0.476232,	Y_NEG,	1.45255,	224.299,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section005',	0.476232,	Z_NEG,	1.50019,	220.543,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section006',	0.476187,	X_NEG,	1.44194,	220.967,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section006',	0.476187,	Y_NEG,	1.45634,	282.522,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section006',	0.476187,	Z_NEG,	1.48483,	199.809,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section007',	0.478272,	X_NEG,	1.46853,	297.528,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section007',	0.478272,	Y_NEG,	1.44612,	242.634,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section007',	0.478272,	Z_NEG,	1.49369,	200.548,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section008',	0.476948,	X_NEG,	1.4587,	213.227,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section008',	0.476948,	Y_NEG,	1.46467,	201.04,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section008',	0.476948,	Z_NEG,	1.48801,	240.474,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section009',	0.491825,	X_NEG,	1.4445,	247.969,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section009',	0.491825,	Y_NEG,	1.44297,	278.939,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_3bar_section009',	0.491825,	Z_NEG,	1.48224,	187.871,	296,	296,	220,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section001',	0.401405,	X_NEG,	1.60433,	248.692,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section001',	0.401405,	Y_NEG,	1.56338,	202.983,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section001',	0.401405,	Z_NEG,	1.69672,	171.819,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section002',	0.385117,	X_NEG,	1.58441,	244.769,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section002',	0.385117,	Y_NEG,	1.61037,	257.448,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section002',	0.385117,	Z_NEG,	1.71758,	201.387,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section003',	0.408853,	X_NEG,	1.54223,	244.645,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section003',	0.408853,	Y_NEG,	1.56402,	276.388,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section003',	0.408853,	Z_NEG,	1.6662,	202.489,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section004',	0.397429,	X_NEG,	1.61091,	213.446,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section004',	0.397429,	Y_NEG,	1.58999,	205.595,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section004',	0.397429,	Z_NEG,	1.74092,	161.128,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section005',	0.381346,	X_NEG,	1.63689,	256.079,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section005',	0.381346,	Y_NEG,	1.60506,	213.353,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section005',	0.381346,	Z_NEG,	1.70735,	185.61,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section006',	0.421639,	X_NEG,	1.54696,	198.712,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section006',	0.421639,	Y_NEG,	1.54264,	263.034,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section006',	0.421639,	Z_NEG,	1.62295,	174.998,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section007',	0.404958,	X_NEG,	1.57968,	236.914,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section007',	0.404958,	Y_NEG,	1.5612,	273.479,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section007',	0.404958,	Z_NEG,	1.71028,	176.961,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section008',	0.399239,	X_NEG,	1.59439,	206.232,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section008',	0.399239,	Y_NEG,	1.60108,	200.929,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section008',	0.399239,	Z_NEG,	1.67729,	175.703,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section009',	0.423809,	X_NEG,	1.55767,	199.519,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section009',	0.423809,	Y_NEG,	1.55684,	165.223,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_4bar_section009',	0.423809,	Z_NEG,	1.63625,	201.84,	296,	296,	195,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section001',	0.492216,	X_NEG,	1.44633,	283.089,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section001',	0.492216,	Y_NEG,	1.46923,	296.635,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section001',	0.492216,	Z_NEG,	1.4528,	185.738,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section002',	0.514488,	X_NEG,	1.43019,	245.208,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section002',	0.514488,	Y_NEG,	1.42329,	242.469,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section002',	0.514488,	Z_NEG,	1.41368,	157.715,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section003',	0.500649,	X_NEG,	1.45861,	261.602,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section003',	0.500649,	Y_NEG,	1.44468,	212.32,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section003',	0.500649,	Z_NEG,	1.43762,	193.928,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section004',	0.504568,	X_NEG,	1.42187,	234.217,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section004',	0.504568,	Y_NEG,	1.41375,	283.17,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section004',	0.504568,	Z_NEG,	1.44961,	230.694,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section005',	0.483143,	X_NEG,	1.46278,	230.529,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section005',	0.483143,	Y_NEG,	1.46173,	231.593,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section005',	0.483143,	Z_NEG,	1.45143,	240.665,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section006',	0.507411,	X_NEG,	1.45158,	179.105,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section006',	0.507411,	Y_NEG,	1.41933,	244.137,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section006',	0.507411,	Z_NEG,	1.41215,	201.115,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section007',	0.510073,	X_NEG,	1.433,	211.213,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section007',	0.510073,	Y_NEG,	1.41014,	290.963,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section007',	0.510073,	Z_NEG,	1.44057,	190.257,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section008',	0.512127,	X_NEG,	1.44037,	254.956,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section008',	0.512127,	Y_NEG,	1.41829,	258.938,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section008',	0.512127,	Z_NEG,	1.43784,	176.633,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section009',	0.506946,	X_NEG,	1.4456,	283.794,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section009',	0.506946,	Y_NEG,	1.40928,	291.907,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL49_NMC3_UC_section009',	0.506946,	Z_NEG,	1.44116,	237.524,	296,	296,	210,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section001',	0.475272,	X_NEG,	1.61151,	355.56,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section001',	0.475272,	Y_NEG,	1.514,	356.572,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section001',	0.475272,	Z_NEG,	1.49511,	343.51,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section002',	0.514392,	X_NEG,	1.41814,	378.86,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section002',	0.514392,	Y_NEG,	1.47666,	408.05,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section002',	0.514392,	Z_NEG,	1.47891,	262.018,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section003',	0.463204,	X_NEG,	1.53952,	333.241,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section003',	0.463204,	Y_NEG,	1.52345,	287.377,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section003',	0.463204,	Z_NEG,	1.51329,	302.809,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section004',	0.443143,	X_NEG,	1.5826,	240.6,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section004',	0.443143,	Y_NEG,	1.55005,	302.868,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section004',	0.443143,	Z_NEG,	1.56675,	263.95,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section005',	0.465516,	X_NEG,	1.53569,	360.799,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section005',	0.465516,	Y_NEG,	1.50682,	298.173,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section005',	0.465516,	Z_NEG,	1.50673,	344.86,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section006',	0.443538,	X_NEG,	1.57293,	351.64,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section006',	0.443538,	Y_NEG,	1.53736,	289.209,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section006',	0.443538,	Z_NEG,	1.52965,	287.659,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section007',	0.46997,	X_NEG,	1.54822,	378.476,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section007',	0.46997,	Y_NEG,	1.4976,	385.647,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section007',	0.46997,	Z_NEG,	1.52732,	347.262,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section008',	0.492567,	X_NEG,	1.49286,	299.092,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section008',	0.492567,	Y_NEG,	1.45145,	315.466,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section008',	0.492567,	Z_NEG,	1.49204,	363.022,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section009',	0.480305,	X_NEG,	1.49943,	363.273,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section009',	0.480305,	Y_NEG,	1.48537,	371.449,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_1c5bar_section009',	0.480305,	Z_NEG,	1.52967,	356.884,	296,	296,	264,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section001',	0.396541,	X_NEG,	1.58551,	346.926,	296,	296,	260,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section001',	0.396541,	Y_NEG,	1.59773,	313.613,	296,	296,	260,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section001',	0.396541,	Z_NEG,	1.62059,	292.621,	296,	296,	260,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section002',	0.430472,	X_NEG,	1.51156,	360.531,	296,	296,	260,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section002',	0.430472,	Y_NEG,	1.52445,	315.202,	296,	296,	260,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section002',	0.430472,	Z_NEG,	1.58493,	272.399,	296,	296,	260,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section003',	0.401889,	X_NEG,	1.56242,	302.418,	296,	296,	260,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section003',	0.401889,	Y_NEG,	1.56233,	367.606,	296,	296,	260,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section003',	0.401889,	Z_NEG,	1.60572,	306.656,	296,	296,	260,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section004',	0.42141,	X_NEG,	1.60216,	290.911,	296,	296,	260,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section004',	0.42141,	Y_NEG,	1.55871,	336.305,	296,	296,	260,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section004',	0.42141,	Z_NEG,	1.582,	258.637,	296,	296,	260,	BICGSTABCPU
'D:\!battery\datasetNMC\SL50_NMC2_3bar_section005',	0.421601,	X_NEG,	1.56402,	394.038,	296,	296,	260,	BICGSTABCPU
